,time,location,x,y
122849,204669931,Loc10,540.182,176.56900000000002
122869,204703185,Loc10,540.1030000000001,176.86700000000002
122889,204737011,Loc10,540.002,177.06099999999998
122909,204769937,Loc10,539.922,177.295
122929,204803340,Loc10,539.8380000000001,177.553
122949,204836529,Loc10,539.7819999999999,177.743
122969,204870317,Loc10,539.665,177.865
122989,204903178,Loc10,539.362,178.16299999999998
123009,204936523,Loc10,539.2230000000001,178.313
123029,204970840,Loc10,538.948,178.825
123049,205003696,Loc10,538.909,178.899
123069,205036529,Loc10,538.846,178.976
123089,205070157,Loc10,538.768,179.10299999999998
123109,205103564,Loc10,538.596,179.37
123129,205136459,Loc10,538.443,179.533
123149,205169860,Loc10,538.3969999999999,179.782
123169,205203884,Loc10,538.286,179.87099999999998
123189,205236458,Loc10,538.294,179.955
123209,205270243,Loc10,538.261,180.035
123229,205303673,Loc10,538.234,180.02700000000002
123249,205337161,Loc10,538.184,180.04
123269,205370050,Loc10,538.16,180.101
123289,205403694,Loc10,538.146,180.074
123309,205436851,Loc10,538.1419999999999,180.003
123329,205470189,Loc10,538.114,179.988
123349,205504022,Loc10,538.136,179.99
123369,205536529,Loc10,538.179,180.02
123389,205570241,Loc10,538.177,180.06099999999998
123409,205603424,Loc10,538.09,180.03799999999998
123429,205636512,Loc10,538.002,179.62099999999998
123449,205670170,Loc10,537.703,179.72400000000002
123469,205703144,Loc10,537.492,179.69
123489,205736464,Loc10,537.366,179.775
123509,205769875,Loc10,537.27,179.76
123529,205804077,Loc10,537.234,179.862
123549,205836581,Loc10,537.219,179.958
123569,205869933,Loc10,537.288,180.054
123589,205903213,Loc10,537.23,180.199
123609,205936597,Loc10,537.1709999999999,180.25599999999997
123629,205970145,Loc10,537.158,180.424
123649,206003373,Loc10,537.187,180.394
123669,206036519,Loc10,537.177,180.592
123689,206069874,Loc10,537.141,180.688
123709,206103215,Loc10,537.251,180.75099999999998
123729,206136553,Loc10,537.186,180.78900000000002
123749,206170215,Loc10,537.2130000000001,180.792
123769,206203291,Loc10,537.243,180.824
123789,206236901,Loc10,537.249,180.891
123809,206270709,Loc10,537.28,180.91400000000002
123829,206303694,Loc10,537.227,180.937
123849,206336835,Loc10,537.086,181.09799999999998
123869,206370593,Loc10,537.056,181.16400000000002
123889,206403535,Loc10,537.025,181.435
123909,206437033,Loc10,536.919,181.581
123929,206470234,Loc10,536.936,181.899
123949,206503749,Loc10,536.986,182.21900000000002
123969,206536542,Loc10,536.997,182.7
123989,206570059,Loc10,537.134,183.375
124009,206603284,Loc10,537.212,183.69799999999998
124029,206636597,Loc10,537.279,184.203
124049,206670705,Loc10,537.29,184.574
124069,206703630,Loc10,537.336,184.653
124089,206737031,Loc10,537.365,184.757
124109,206769887,Loc10,537.317,184.84599999999998
124129,206803633,Loc10,537.24,184.985
124149,206836503,Loc10,537.169,185.428
124169,206869933,Loc10,537.069,185.97099999999998
124189,206903636,Loc10,537.058,186.69
124209,206936764,Loc10,536.886,186.798
124229,206970131,Loc10,536.752,186.78900000000002
124249,207003333,Loc10,536.679,186.858
124269,207036941,Loc10,536.5,187.063
124289,207070307,Loc10,536.423,187.05700000000002
124309,207103225,Loc10,536.27,187.207
124329,207136559,Loc10,536.202,187.641
124349,207170285,Loc10,536.139,187.799
124369,207203444,Loc10,535.944,187.752
124389,207236562,Loc10,535.932,187.75599999999997
124409,207270263,Loc10,535.66,187.947
124429,207303363,Loc10,535.3480000000001,188.335
124449,207336526,Loc10,534.764,188.893
124469,207369984,Loc10,533.844,189.56900000000002
124489,207403708,Loc10,532.4580000000001,190.87
124509,207436554,Loc10,531.52,193.91099999999997
124529,207470170,Loc10,530.305,195.791
124549,207503720,Loc10,529.807,196.084
124569,207536968,Loc10,529.413,196.351
124589,207570281,Loc10,529.193,196.255
124609,207603887,Loc10,529.0319999999999,196.12599999999998
124629,207637238,Loc10,528.9259999999999,196.083
124649,207670267,Loc10,528.839,196.146
124669,207703350,Loc10,528.692,196.03599999999997
124689,207736954,Loc10,528.5,196.135
124709,207770106,Loc10,528.364,196.15599999999998
124729,207803971,Loc10,528.08,196.395
124749,207836597,Loc10,527.851,196.58900000000003
124769,207870298,Loc10,527.696,196.82299999999998
124789,207903210,Loc10,527.467,197.101
124809,207937048,Loc10,527.255,197.298
124829,207970574,Loc10,527.033,197.458
124849,208003715,Loc10,526.817,197.736
124869,208036620,Loc10,526.422,197.99200000000002
124889,208069984,Loc10,526.29,198.308
124909,208103643,Loc10,526.099,198.737
124929,208136539,Loc10,525.786,199.09
124949,208169911,Loc10,525.3,199.468
124969,208204069,Loc10,524.758,199.794
124989,208236598,Loc10,524.289,200.00599999999997
125009,208269964,Loc10,523.8240000000001,200.09599999999998
125029,208303312,Loc10,523.344,200.196
125049,208337513,Loc10,522.759,200.482
125069,208370177,Loc10,522.252,200.725
125089,208404054,Loc10,521.895,200.81
125109,208437122,Loc10,521.354,200.94299999999998
125129,208470024,Loc10,520.923,201.13
125149,208503784,Loc10,520.673,201.542
125169,208537341,Loc10,519.997,202.313
125189,208570635,Loc10,519.5880000000001,202.604
125209,208603856,Loc10,519.013,202.942
125229,208637221,Loc10,518.572,203.104
125249,208670351,Loc10,517.865,203.25900000000001
125269,208703190,Loc10,517.356,203.399
125289,208736896,Loc10,516.93,203.53
125309,208769973,Loc10,516.485,203.745
125329,208803620,Loc10,515.881,203.99099999999999
125349,208836588,Loc10,515.082,204.14700000000002
125369,208870460,Loc10,514.552,204.196
125389,208904179,Loc10,513.732,204.31799999999998
125409,208936587,Loc10,512.961,204.45
125429,208969970,Loc10,512.325,204.56799999999998
125449,209003313,Loc10,511.626,204.706
125469,209037092,Loc10,511.028,204.858
125489,209070035,Loc10,510.10900000000004,204.899
125509,209103266,Loc10,509.469,204.912
125529,209137301,Loc10,508.89300000000003,204.922
125549,209169981,Loc10,508.38300000000004,205.017
125569,209203317,Loc10,507.61,205.06099999999998
125589,209236968,Loc10,506.957,205.093
125609,209269989,Loc10,506.339,205.176
125629,209303639,Loc10,505.914,205.199
125649,209336604,Loc10,504.925,205.497
125669,209370113,Loc10,503.923,205.78900000000002
125689,209403314,Loc10,503.254,205.99099999999999
125709,209436613,Loc10,502.93199999999996,206.165
125729,209470267,Loc10,502.903,206.16299999999998
125749,209503679,Loc10,503.01,206.145
125769,209536598,Loc10,502.98,206.078
125789,209569948,Loc10,502.915,205.921
125809,209603874,Loc10,502.99800000000005,205.733
125829,209636774,Loc10,502.94800000000004,205.68200000000002
125849,209670223,Loc10,502.68699999999995,205.592
125869,209703717,Loc10,502.33,205.405
125889,209737491,Loc10,501.985,205.247
125909,209770680,Loc10,501.66,205.01
125929,209803667,Loc10,501.37,204.771
125949,209836876,Loc10,500.74300000000005,204.44799999999998
125969,209869936,Loc10,500.16900000000004,204.22299999999998
125989,209903591,Loc10,499.56699999999995,204.02
126009,209937467,Loc10,498.914,203.646
126029,209970782,Loc10,498.314,203.232
126049,210003400,Loc10,497.82199999999995,202.987
126069,210037173,Loc10,497.345,202.68400000000003
126089,210070215,Loc10,497.026,202.50099999999998
126109,210103275,Loc10,496.71,202.328
126129,210136616,Loc10,496.46,202.23
126149,210170197,Loc10,496.256,202.12400000000002
126169,210203490,Loc10,495.93199999999996,202.054
126189,210236598,Loc10,495.722,202.015
126209,210270348,Loc10,495.595,201.959
126229,210303604,Loc10,495.574,201.891
126249,210336725,Loc10,495.514,201.83900000000003
126269,210370251,Loc10,495.36300000000006,201.796
126289,210403344,Loc10,495.365,201.726
126309,210436550,Loc10,495.184,201.65400000000002
126329,210470434,Loc10,494.625,201.738
126349,210503798,Loc10,494.075,201.81900000000002
126369,210537120,Loc10,493.454,201.926
126389,210569956,Loc10,492.801,201.988
126409,210603344,Loc10,492.375,202.08700000000002
126429,210637370,Loc10,491.892,202.018
126449,210670021,Loc10,491.469,202.033
126469,210703966,Loc10,490.92800000000005,201.97299999999998
126489,210737196,Loc10,490.583,202.03
126509,210770705,Loc10,490.089,202.06400000000002
126529,210803288,Loc10,489.414,202.024
126549,210837222,Loc10,488.78,202.11
126569,210870023,Loc10,488.524,201.981
126589,210903281,Loc10,488.291,201.91299999999998
126609,210936586,Loc10,488.25300000000004,201.875
126629,210970214,Loc10,488.18,201.91299999999998
126649,211004573,Loc10,488.147,201.959
126669,211036629,Loc10,488.281,202.005
126689,211070205,Loc10,488.208,201.95
126709,211103641,Loc10,488.259,201.821
126729,211136599,Loc10,488.29699999999997,201.6
126749,211170417,Loc10,488.42699999999996,201.53400000000002
126769,211203656,Loc10,488.231,201.27599999999998
126789,211237596,Loc10,488.05699999999996,200.954
126809,211270009,Loc10,487.784,200.452
126829,211303372,Loc10,487.38800000000003,199.72400000000002
126849,211337361,Loc10,487.04400000000004,198.94299999999998
126869,211369955,Loc10,486.889,198.465
126889,211403634,Loc10,486.259,196.84099999999998
126909,211437011,Loc10,485.776,195.502
126929,211470042,Loc10,485.41900000000004,194.40900000000002
126949,211503668,Loc10,484.991,193.155
126969,211537092,Loc10,484.64300000000003,191.968
126989,211570441,Loc10,484.423,191.06799999999998
127009,211603331,Loc10,484.19300000000004,189.85
127029,211636645,Loc10,483.957,188.93200000000002
127049,211670325,Loc10,483.619,188.035
127069,211703577,Loc10,483.23400000000004,187.12900000000002
127089,211737414,Loc10,482.899,186.47
127109,211770234,Loc10,482.54699999999997,185.801
127129,211803906,Loc10,481.944,185.067
127149,211836942,Loc10,480.894,184.0
127169,211870393,Loc10,479.923,183.055
127189,211903577,Loc10,478.793,182.125
127209,211936686,Loc10,477.81199999999995,181.174
127229,211970332,Loc10,476.93699999999995,180.338
127249,212004119,Loc10,476.11800000000005,179.575
127269,212037294,Loc10,475.175,178.53799999999998
127289,212070355,Loc10,474.404,177.88299999999998
127309,212103705,Loc10,473.471,177.054
127329,212137117,Loc10,472.639,176.296
127349,212170318,Loc10,471.897,175.774
127369,212203771,Loc10,471.249,175.433
127389,212237024,Loc10,470.48900000000003,175.113
127409,212270335,Loc10,469.789,174.861
127429,212303368,Loc10,469.24699999999996,174.567
127449,212336658,Loc10,468.441,174.267
127469,212370925,Loc10,467.70099999999996,174.01
127489,212403362,Loc10,467.29,173.805
127509,212437463,Loc10,466.876,173.56
127529,212470499,Loc10,466.36800000000005,173.02200000000002
127549,212504151,Loc10,465.838,172.42700000000002
127569,212536637,Loc10,465.416,172.00799999999998
127589,212570781,Loc10,465.061,171.666
127609,212603792,Loc10,464.57300000000004,171.25900000000001
127629,212636693,Loc10,464.111,170.83
127649,212670053,Loc10,463.87,170.676
127669,212704144,Loc10,463.625,170.56799999999998
127689,212736683,Loc10,463.465,170.378
127709,212770281,Loc10,463.26,170.273
127729,212803756,Loc10,463.056,170.173
127749,212837462,Loc10,463.142,170.248
127769,212870271,Loc10,463.097,170.257
127789,212903754,Loc10,463.13,170.213
127809,212937075,Loc10,463.536,170.176
127829,212970010,Loc10,463.749,170.048
127849,213003384,Loc10,463.80300000000005,169.91099999999997
127869,213036717,Loc10,463.764,169.7
127889,213070347,Loc10,463.665,169.47400000000002
127909,213103848,Loc10,463.791,169.16400000000002
127929,213136732,Loc10,463.81199999999995,168.61900000000003
127949,213170410,Loc10,463.798,168.107
127969,213203261,Loc10,463.814,167.175
127989,213236659,Loc10,463.86,166.257
128009,213270063,Loc10,463.95599999999996,165.61700000000002
128029,213303624,Loc10,464.11800000000005,164.44400000000002
128049,213336716,Loc10,464.204,163.408
128069,213370557,Loc10,464.407,162.549
128089,213403631,Loc10,464.57099999999997,161.66899999999998
128109,213436663,Loc10,464.865,160.749
128129,213469987,Loc10,465.06800000000004,159.9
128149,213504088,Loc10,465.20599999999996,158.942
128169,213537292,Loc10,465.43199999999996,157.797
128189,213570059,Loc10,465.527,156.87
128209,213603411,Loc10,465.621,155.898
128229,213637077,Loc10,465.67400000000004,155.007
128249,213669995,Loc10,465.525,153.70600000000002
128269,213703840,Loc10,465.338,152.781
128289,213737045,Loc10,464.835,151.291
128309,213770118,Loc10,464.57199999999995,150.553
128329,213804034,Loc10,464.311,149.887
128349,213836722,Loc10,464.335,149.175
128369,213870378,Loc10,464.774,148.757
128389,213903424,Loc10,464.944,148.406
128409,213936672,Loc10,464.897,148.16299999999998
128429,213970306,Loc10,465.023,147.888
128449,214003831,Loc10,464.916,147.119
128469,214036755,Loc10,465.015,146.30200000000002
128489,214070336,Loc10,465.28,145.56
128509,214103421,Loc10,465.63,144.531
128529,214136661,Loc10,466.279,143.708
128549,214170520,Loc10,466.577,142.93200000000002
128569,214204063,Loc10,467.05800000000005,142.539
128589,214236697,Loc10,467.353,142.194
128609,214270059,Loc10,467.647,141.704
128629,214303793,Loc10,467.719,141.49200000000002
128649,214337023,Loc10,468.019,141.322
128669,214369949,Loc10,468.036,141.357
128689,214403682,Loc10,468.00800000000004,141.428
128709,214437132,Loc10,468.061,141.314
128729,214470096,Loc10,468.025,141.281
128749,214503656,Loc10,467.96,141.196
128769,214536999,Loc10,467.95099999999996,141.25
128789,214570410,Loc10,467.93,141.286
128809,214603742,Loc10,467.835,141.249
128829,214636688,Loc10,467.906,141.303
128849,214670426,Loc10,468.004,141.236
128869,214703673,Loc10,468.04400000000004,141.252
128889,214736678,Loc10,468.07599999999996,141.303
128909,214770375,Loc10,468.08,141.319
128929,214803692,Loc10,468.084,141.295
128949,214836722,Loc10,468.125,141.28
128969,214870135,Loc10,468.04400000000004,141.328
128989,214903868,Loc10,468.08,141.356
129009,214936687,Loc10,468.029,141.45
129029,214970020,Loc10,468.00800000000004,141.407
129049,215004145,Loc10,468.065,141.423
129069,215037133,Loc10,468.022,141.401
129089,215070030,Loc10,468.026,141.423
129109,215103639,Loc10,468.05800000000005,141.347
129129,215136865,Loc10,468.055,141.358
129149,215170315,Loc10,468.02099999999996,141.496
129169,215203778,Loc10,468.026,141.482
129189,215237344,Loc10,468.00199999999995,141.592
129209,215270390,Loc10,468.025,141.55100000000002
129229,215303468,Loc10,468.04900000000004,141.612
129249,215336961,Loc10,468.04,141.582
129269,215370384,Loc10,468.046,141.614
129289,215403306,Loc10,467.99800000000005,141.606
129309,215436752,Loc10,467.92800000000005,141.639
129329,215470430,Loc10,467.843,141.662
129349,215503899,Loc10,467.934,141.58100000000002
129369,215536698,Loc10,468.05,141.374
129389,215570093,Loc10,468.31300000000005,141.03
129409,215603823,Loc10,468.905,140.266
129429,215636751,Loc10,469.29699999999997,139.744
129449,215670545,Loc10,469.73199999999997,139.10299999999998
129469,215704031,Loc10,470.11699999999996,138.233
129489,215737013,Loc10,470.34,137.372
129509,215770525,Loc10,470.51099999999997,136.138
129529,215804102,Loc10,471.315,135.137
129549,215837370,Loc10,472.274,134.61700000000002
129569,215870108,Loc10,472.85,134.126
129589,215903833,Loc10,473.217,133.85
129609,215937102,Loc10,473.73,133.433
129629,215970473,Loc10,474.18699999999995,133.275
129649,216003834,Loc10,474.91,133.11700000000002
129669,216036704,Loc10,475.996,132.556
129689,216070229,Loc10,476.82099999999997,132.1
129709,216103506,Loc10,477.517,131.74200000000002
129729,216136703,Loc10,478.44699999999995,131.076
129749,216170335,Loc10,479.17199999999997,130.615
129769,216203349,Loc10,480.059,129.792
129789,216236721,Loc10,480.67800000000005,129.122
129809,216270320,Loc10,481.564,128.54
129829,216303647,Loc10,482.55800000000005,127.715
129849,216337264,Loc10,483.30699999999996,127.176
129869,216370100,Loc10,484.286,126.473
129889,216403804,Loc10,485.033,125.902
129909,216436709,Loc10,485.49800000000005,125.484
129929,216470161,Loc10,486.025,125.06299999999999
129949,216503745,Loc10,486.598,124.587
129969,216536804,Loc10,487.228,124.10700000000001
129989,216570655,Loc10,487.88199999999995,123.744
130009,216603667,Loc10,488.505,123.635
130029,216637619,Loc10,489.093,123.59100000000001
130049,216670310,Loc10,489.597,123.479
130069,216703710,Loc10,489.841,123.48299999999999
130089,216737203,Loc10,490.04699999999997,123.425
130109,216770888,Loc10,490.80300000000005,123.26100000000001
130129,216803369,Loc10,491.86699999999996,123.03200000000001
130149,216836724,Loc10,492.923,122.75
130169,216870259,Loc10,493.722,122.60799999999999
130189,216903607,Loc10,494.531,122.32
130209,216936727,Loc10,495.43699999999995,122.022
130229,216970398,Loc10,496.006,121.891
130249,217003805,Loc10,496.89099999999996,121.609
130269,217037547,Loc10,497.69699999999995,121.36200000000001
130289,217070525,Loc10,498.73199999999997,121.274
130309,217103808,Loc10,499.783,121.307
130329,217136658,Loc10,500.88699999999994,121.455
130349,217170058,Loc10,501.82,121.538
130369,217203582,Loc10,502.954,121.527
130389,217237210,Loc10,503.786,121.53399999999999
130409,217270123,Loc10,504.528,121.484
130429,217303777,Loc10,504.99300000000005,121.583
130449,217337242,Loc10,505.80400000000003,121.833
130469,217370393,Loc10,506.722,122.148
130489,217403453,Loc10,507.466,122.37700000000001
130509,217437379,Loc10,508.59,122.61399999999999
130529,217470200,Loc10,509.468,122.787
130549,217503508,Loc10,510.64099999999996,123.001
130569,217537207,Loc10,512.118,123.271
130589,217570417,Loc10,513.321,123.39
130609,217603675,Loc10,514.7669999999999,123.486
130629,217637172,Loc10,515.499,123.633
130649,217670447,Loc10,515.814,124.07
130669,217703378,Loc10,516.901,124.574
130689,217736747,Loc10,517.585,124.99600000000001
130709,217770130,Loc10,518.604,125.59200000000001
130729,217803792,Loc10,519.726,126.262
130749,217836751,Loc10,520.623,126.74700000000001
130769,217870072,Loc10,521.4780000000001,127.28200000000001
130789,217903865,Loc10,522.379,127.75
130809,217936787,Loc10,523.064,128.05
130829,217970082,Loc10,524.628,128.512
130849,218003473,Loc10,525.651,129.181
130869,218036767,Loc10,526.534,129.565
130889,218070080,Loc10,527.072,129.93200000000002
130909,218103790,Loc10,526.731,130.424
130929,218137589,Loc10,526.43,130.715
130949,218170396,Loc10,526.539,130.935
130969,218203839,Loc10,526.738,131.174
130989,218236751,Loc10,526.881,131.332
131009,218270639,Loc10,527.198,131.507
131029,218303473,Loc10,527.8,131.933
131049,218337140,Loc10,528.46,132.236
131069,218370432,Loc10,528.6709999999999,132.579
131089,218403387,Loc10,528.6469999999999,132.845
131109,218436757,Loc10,528.7819999999999,133.17
131129,218470023,Loc10,528.863,133.254
131149,218504031,Loc10,529.128,133.346
131169,218536755,Loc10,529.43,133.446
131189,218570341,Loc10,529.743,133.707
131209,218604219,Loc10,529.8580000000001,133.833
131229,218636697,Loc10,529.969,133.907
131249,218670150,Loc10,529.991,134.011
131269,218704179,Loc10,529.994,134.122
131289,218736741,Loc10,530.099,134.23
131309,218770144,Loc10,530.273,134.39
131329,218803839,Loc10,530.352,134.601
131349,218836902,Loc10,530.477,134.799
131369,218870084,Loc10,530.618,135.072
131389,218903429,Loc10,530.878,135.329
131409,218937241,Loc10,531.271,135.58700000000002
131429,218971055,Loc10,532.469,135.74200000000002
131449,219003432,Loc10,533.139,135.925
131469,219036767,Loc10,533.536,136.191
131489,219070682,Loc10,534.187,136.621
131509,219103374,Loc10,534.899,137.088
131529,219136698,Loc10,535.686,137.645
131549,219170917,Loc10,536.422,138.173
131569,219203367,Loc10,536.6,138.679
131589,219236770,Loc10,537.03,139.89700000000002
131609,219270156,Loc10,536.794,141.174
131629,219303792,Loc10,537.2869999999999,142.308
131649,219336703,Loc10,537.7959999999999,143.308
131669,219370555,Loc10,538.556,144.421
131689,219404008,Loc10,539.23,145.73
131709,219436709,Loc10,539.8969999999999,146.838
131729,219470100,Loc10,540.77,148.134
131749,219503445,Loc10,541.275,149.208
131769,219537424,Loc10,541.9119999999999,150.406
131789,219570450,Loc10,542.34,151.406
131809,219603396,Loc10,543.18,152.72299999999998
131829,219637880,Loc10,542.8340000000001,153.541
131849,219670091,Loc10,542.12,154.695
131869,219703517,Loc10,542.178,155.70600000000002
131889,219737246,Loc10,542.2330000000001,156.533
131909,219771137,Loc10,542.318,157.474
131929,219803994,Loc10,542.401,158.305
131949,219836778,Loc10,542.895,159.305
131969,219870384,Loc10,542.944,160.105
131989,219903452,Loc10,543.274,161.028
132009,219936828,Loc10,543.996,162.086
132029,219970171,Loc10,544.257,162.719
132049,220004401,Loc10,544.887,163.429
132069,220036835,Loc10,545.263,163.84400000000002
132089,220070406,Loc10,545.319,164.19
132109,220104245,Loc10,545.13,164.452
132129,220136690,Loc10,544.747,164.922
132149,220170113,Loc10,544.582,165.18
132169,220203836,Loc10,544.665,165.457
132189,220236950,Loc10,544.685,165.578
132209,220271053,Loc10,544.696,165.81799999999998
132229,220303898,Loc10,544.717,165.968
132249,220337569,Loc10,544.521,166.0
132269,220370119,Loc10,543.837,166.10299999999998
132289,220403914,Loc10,543.302,166.32299999999998
132309,220437399,Loc10,542.992,166.49599999999998
132329,220471277,Loc10,542.877,167.025
132349,220503523,Loc10,542.818,167.33700000000002
132369,220537047,Loc10,542.797,167.579
132389,220570493,Loc10,542.818,168.12099999999998
132409,220603842,Loc10,542.886,168.614
132429,220637518,Loc10,543.112,168.799
132449,220670454,Loc10,543.145,169.13400000000001
132469,220703647,Loc10,543.293,170.00799999999998
132489,220737449,Loc10,543.372,170.49099999999999
132509,220770446,Loc10,543.215,171.255
132529,220803498,Loc10,543.2040000000001,172.13299999999998
132549,220836753,Loc10,543.263,172.916
132569,220870177,Loc10,543.1709999999999,173.31799999999998
132589,220903630,Loc10,542.974,173.957
132609,220936844,Loc10,543.232,174.41400000000002
132629,220970959,Loc10,543.212,174.87400000000002
132649,221003909,Loc10,542.996,175.0
132669,221037291,Loc10,542.864,175.46099999999998
132689,221070937,Loc10,542.599,175.889
132709,221104019,Loc10,542.678,176.574
132729,221137145,Loc10,542.6669999999999,177.21
132749,221170179,Loc10,542.8580000000001,178.002
132769,221203577,Loc10,542.594,179.011
132789,221237170,Loc10,542.589,179.68
132809,221270705,Loc10,542.441,180.37
132829,221304232,Loc10,542.318,180.938
132849,221336854,Loc10,542.078,181.27599999999998
132869,221370631,Loc10,541.732,181.50900000000001
132889,221403626,Loc10,541.5319999999999,181.727
132909,221436806,Loc10,541.327,182.011
132929,221470143,Loc10,541.188,182.208
132949,221503951,Loc10,541.111,182.41
132969,221537556,Loc10,540.821,182.59
132989,221570140,Loc10,540.4019999999999,182.445
133009,221603758,Loc10,539.612,182.208
133029,221637297,Loc10,539.331,182.888
133049,221670536,Loc10,539.124,183.326
133069,221704281,Loc10,539.052,183.972
133089,221736811,Loc10,538.965,184.65
133109,221770254,Loc10,539.54,185.608
133129,221804108,Loc10,539.663,186.081
133149,221837927,Loc10,539.547,186.003
133169,221870198,Loc10,539.222,185.967
133189,221903822,Loc10,538.563,185.6
133209,221937256,Loc10,538.363,185.361
133229,221970736,Loc10,538.243,185.615
133249,222004402,Loc10,538.254,185.804
133269,222036806,Loc10,538.155,185.855
133289,222070473,Loc10,538.289,186.345
133309,222104379,Loc10,538.056,186.40900000000002
133329,222136805,Loc10,537.893,186.455
133349,222170527,Loc10,537.74,186.52700000000002
133369,222203814,Loc10,537.6709999999999,186.57
133389,222236813,Loc10,537.6619999999999,186.602
133409,222270472,Loc10,537.721,186.878
133429,222303923,Loc10,537.9159999999999,187.296
133449,222336814,Loc10,537.965,187.71200000000002
133469,222370151,Loc10,538.207,188.408
133489,222403760,Loc10,538.077,188.673
133509,222436808,Loc10,537.67,188.834
133529,222470263,Loc10,537.429,189.127
133549,222503916,Loc10,537.2130000000001,189.437
133569,222537215,Loc10,536.8340000000001,189.731
133589,222570616,Loc10,536.65,190.233
133609,222603936,Loc10,536.516,190.514
133629,222637255,Loc10,536.1519999999999,190.729
133649,222670515,Loc10,535.706,190.418
133669,222703973,Loc10,535.45,190.763
133689,222737311,Loc10,535.273,191.06599999999997
133709,222771217,Loc10,534.891,191.672
133729,222804153,Loc10,534.498,192.21200000000002
133749,222836874,Loc10,533.998,192.856
133769,222870220,Loc10,533.331,193.842
133789,222903853,Loc10,533.035,194.34
133809,222936881,Loc10,532.682,194.958
133829,222970619,Loc10,532.497,195.125
133849,223003837,Loc10,532.018,195.338
133869,223036841,Loc10,531.616,195.5
133889,223070423,Loc10,531.339,195.65
133909,223104075,Loc10,530.996,195.956
133929,223137157,Loc10,531.0,195.965
133949,223170652,Loc10,530.814,196.135
133969,223203872,Loc10,530.702,196.234
133989,223236833,Loc10,530.659,196.297
134009,223270560,Loc10,530.322,196.563
134029,223303562,Loc10,530.183,196.73
134049,223336822,Loc10,530.203,196.74
134069,223370478,Loc10,529.967,196.81099999999998
134089,223403888,Loc10,529.969,196.856
134109,223437127,Loc10,529.844,196.982
134129,223470537,Loc10,529.793,197.00900000000001
134149,223503504,Loc10,529.732,197.018
134169,223537225,Loc10,529.679,197.011
134189,223570639,Loc10,529.649,197.028
134209,223604357,Loc10,529.626,197.016
134229,223636920,Loc10,529.601,197.06
134249,223670847,Loc10,529.501,197.13299999999998
134269,223703700,Loc10,529.5269999999999,197.21599999999998
134289,223737276,Loc10,529.538,197.197
134309,223770175,Loc10,529.5409999999999,197.215
134329,223804082,Loc10,529.501,197.215
134349,223836892,Loc10,529.447,197.25099999999998
134369,223870179,Loc10,529.492,197.199
134389,223903566,Loc10,529.495,197.22099999999998
134409,223937184,Loc10,529.475,197.231
134429,223970231,Loc10,529.4830000000001,197.209
134449,224003934,Loc10,529.521,197.122
134469,224037548,Loc10,529.5269999999999,197.14
134489,224070458,Loc10,529.469,197.14
134509,224103621,Loc10,529.481,197.111
134529,224137282,Loc10,529.475,197.146
134549,224170237,Loc10,529.492,197.162
134569,224203558,Loc10,529.605,197.11700000000002
134589,224237248,Loc10,529.58,197.17
134609,224270179,Loc10,529.509,197.15099999999998
134629,224303974,Loc10,529.656,197.105
134649,224337331,Loc10,529.6080000000001,197.11700000000002
134669,224370508,Loc10,529.644,197.082
134689,224403501,Loc10,529.6469999999999,197.072
134709,224437304,Loc10,529.639,197.09900000000002
134729,224470249,Loc10,529.678,197.08700000000002
134749,224503702,Loc10,529.744,197.14
134769,224537477,Loc10,529.687,197.09400000000002
134789,224570448,Loc10,529.726,197.06400000000002
134809,224603969,Loc10,529.663,197.1
134829,224636851,Loc10,529.68,197.11700000000002
134849,224670301,Loc10,529.669,197.169
134869,224704006,Loc10,529.721,197.076
134889,224737580,Loc10,529.797,197.138
134909,224770294,Loc10,529.771,197.055
134929,224803895,Loc10,529.821,197.144
134949,224837675,Loc10,529.778,197.122
134969,224870218,Loc10,529.895,197.077
134989,224903962,Loc10,529.721,197.047
135009,224937632,Loc10,529.785,197.146
135029,224970785,Loc10,529.744,197.141
135049,225003505,Loc10,529.76,197.06
135069,225037653,Loc10,529.7819999999999,197.09400000000002
135089,225070934,Loc10,529.761,197.053
135109,225104039,Loc10,529.795,197.043
135129,225136939,Loc10,529.7919999999999,197.13299999999998
135149,225171074,Loc10,529.814,197.171
135169,225203661,Loc10,529.839,197.077
135189,225236877,Loc10,529.798,196.993
135209,225270686,Loc10,529.862,197.149
135229,225304025,Loc10,529.943,197.122
135249,225337256,Loc10,529.85,197.122
135269,225370749,Loc10,529.778,197.105
135289,225403958,Loc10,529.9540000000001,197.1
135309,225436871,Loc10,529.771,197.06599999999997
135329,225470266,Loc10,529.737,197.021
135349,225504035,Loc10,529.869,197.215
135369,225537593,Loc10,529.52,197.3
135389,225570684,Loc10,529.312,197.487
135409,225603655,Loc10,528.881,197.69799999999998
135429,225637616,Loc10,528.446,198.03799999999998
135449,225670550,Loc10,528.153,198.236
135469,225704371,Loc10,527.754,198.49200000000002
135489,225737647,Loc10,527.349,198.77700000000002
135509,225770975,Loc10,526.979,199.049
135529,225803743,Loc10,526.498,199.62099999999998
135549,225836939,Loc10,526.216,200.00400000000002
135569,225870760,Loc10,525.7909999999999,200.378
135589,225903873,Loc10,525.184,201.072
135609,225937304,Loc10,524.626,201.528
135629,225970244,Loc10,523.95,201.791
135649,226003893,Loc10,523.4,202.014
135669,226036874,Loc10,522.915,202.247
